14:11:37.904 |I| Core                           | RequestBuilder thread:8        | MsBuild process with Id = 34780
14:11:37.904 |I| Core                           | RequestBuilder thread:8        | MsBuild location = C:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Current\Bin\MSBuild.exe
14:11:37.904 |I| Core                           | RequestBuilder thread:8        | 
14:11:37.904 |I| Core                           | RequestBuilder thread:8        | Start ControllerTask...
14:11:37.904 |I| Core                           | RequestBuilder thread:8        | Detected version: 17.7
14:11:37.905 |I| Core                           | RequestBuilder thread:8        | Creating SocketWire with port = 49405
14:11:37.918 |I| Core                           | RequestBuilder thread:8        | Create protocol...
14:11:37.946 |I| Core                           | RequestBuilder thread:8        | Create MsBuildModel and advise for new sessions...
14:11:37.965 |I| Core                           | RequestBuilder thread:8        | Subscribe for changes...
14:11:37.965 |I| Core                           | RequestBuilder thread:8        | Setup process watchdog...
14:11:37.966 |I| Core                           | RequestBuilder thread:8        | Run dispatcher...
14:11:37.966 |I| ProcessWatchdog                | WatchParentPid:34848:12        | Monitoring parent process PID:34848
14:11:38.025 |I| Core                           | RequestBuilder thread:8        | Get protocol session 'RdProjectModelSession'
14:11:38.030 |I| Core                           | RequestBuilder thread:8        | Msbuild session 'ProjectModelSessionHost' created
14:11:38.062 |I| ProjectModel                   | RequestBuilder thread:8        | Reloading 45 project(s) in 1 node(s)...
14:11:38.067 |I| Build                          | MSBuild LoggingService events queue pump: 62495167:14 | Build started.
14:11:38.759 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Unity.Timeline.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Unity.Timeline.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Unity.TextMeshPro.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Unity.PlasticSCM.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'UnityEditor.UI.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Unity.Splines.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Unity.Splines.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Unity.Mathematics.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
14:11:38.761 |I| ProjectModel                   | RequestBuilder thread:8        | Project 'Assembly-CSharp.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
